0,WR,0,2
0,WR,0,256
0,WR,0,4
0,WR,0,384
0,WR,0,6
0,WR,0,192
0,WR,0,320
0,WR,0,448
0,WR,0,10
0,WR,0,12
0,WR,0,14
0,WR,0,18
0,WR,0,20
0,WR,0,272
0,WR,0,22
0,WR,0,400
0,WR,0,208
0,WR,0,336
0,WR,0,464
0,WR,0,282
0,WR,0,284
0,WR,0,286
0,WR,0,288
0,WR,0,296
0,WR,0,304
0,WR,0,312
0,WR,0,154
0,WR,0,410
0,WR,0,34
0,WR,0,42
0,WR,0,50
0,WR,0,58
0,WR,0,218
0,WR,0,346
0,WR,0,474
0,WR,0,156
0,WR,0,412
0,WR,0,36
0,WR,0,44
0,WR,0,52
0,WR,0,60
0,WR,0,220
0,WR,0,348
0,WR,0,476
0,WR,0,414
0,WR,0,158
0,WR,0,38
0,WR,0,46
0,WR,0,54
0,WR,0,62
0,WR,0,350
0,WR,0,478
0,WR,0,222
0,WR,0,416
0,WR,0,224
0,WR,0,352
0,WR,0,480
0,WR,0,424
0,WR,0,232
0,WR,0,360
0,WR,0,488
0,WR,0,432
0,WR,0,496
0,WR,0,240
0,WR,0,368
0,WR,0,440
0,WR,0,376
0,WR,0,504
0,WR,0,248
0,WR,0,129
0,WR,0,257
0,WR,0,3
0,WR,0,385
0,WR,0,5
0,WR,0,513
0,WR,0,7
0,WR,0,193
0,WR,0,321
0,WR,0,449
0,WR,0,11
0,WR,0,13
0,WR,0,521
0,WR,0,15
0,WR,0,401
0,WR,0,529
0,WR,0,19
0,WR,0,21
0,WR,0,273
0,WR,0,23
0,WR,0,465
0,WR,0,209
0,WR,0,337
0,WR,0,793
0,WR,0,283
0,WR,0,285
0,WR,0,287
0,WR,0,289
0,WR,0,297
0,WR,0,305
0,WR,0,313
0,WR,0,729
0,WR,0,539
0,WR,0,541
0,WR,0,543
0,WR,0,545
0,WR,0,553
0,WR,0,561
0,WR,0,569
0,WR,0,155
0,WR,0,411
0,WR,0,35
0,WR,0,43
0,WR,0,51
0,WR,0,59
0,WR,0,219
0,WR,0,347
0,WR,0,475
0,WR,0,157
0,WR,0,413
0,WR,0,37
0,WR,0,45
0,WR,0,53
0,WR,0,61
0,WR,0,477
0,WR,0,349
0,WR,0,221
0,WR,0,159
0,WR,0,415
0,WR,0,39
0,WR,0,47
0,WR,0,55
0,WR,0,63
0,WR,0,223
0,WR,0,351
0,WR,0,479
0,WR,0,417
0,WR,0,225
0,WR,0,353
0,WR,0,481
0,WR,0,425
0,WR,0,233
0,WR,0,489
0,WR,0,361
0,WR,0,433
0,WR,0,497
0,WR,0,241
0,WR,0,369
0,WR,0,441
0,WR,0,249
0,WR,0,377
0,WR,0,505
0,WR,0,704
0,WR,0,768
0,WR,0,514
0,WR,0,516
0,WR,0,518
0,WR,0,736
0,WR,0,800
0,WR,0,546
0,WR,0,548
0,WR,0,550
0,WR,0,522
0,WR,0,524
0,WR,0,526
0,WR,0,744
0,WR,0,808
0,WR,0,554
0,WR,0,556
0,WR,0,558
0,WR,0,824
0,WR,0,760
0,WR,0,570
0,WR,0,572
0,WR,0,574
0,WR,0,720
0,WR,0,752
0,WR,0,730
0,WR,0,732
0,WR,0,734
0,WR,0,784
0,WR,0,530
0,WR,0,532
0,WR,0,534
0,WR,0,816
0,WR,0,562
0,WR,0,564
0,WR,0,566
0,WR,0,794
0,WR,0,796
0,WR,0,798
0,WR,0,666
0,WR,0,668
0,WR,0,670
0,WR,0,66
0,WR,0,68
0,WR,0,70
0,WR,0,74
0,WR,0,76
0,WR,0,78
0,WR,0,82
0,WR,0,84
0,WR,0,86
0,WR,0,98
0,WR,0,106
0,WR,0,114
0,WR,0,122
0,WR,0,100
0,WR,0,108
0,WR,0,116
0,WR,0,124
0,WR,0,102
0,WR,0,110
0,WR,0,118
0,WR,0,126
0,WR,0,67
0,WR,0,69
0,WR,0,577
0,WR,0,71
0,WR,0,585
0,WR,0,75
0,WR,0,77
0,WR,0,79
0,WR,0,593
0,WR,0,83
0,WR,0,85
0,WR,0,87
0,WR,0,609
0,WR,0,617
0,WR,0,625
0,WR,0,633
0,WR,0,603
0,WR,0,605
0,WR,0,607
0,WR,0,99
0,WR,0,107
0,WR,0,115
0,WR,0,123
0,WR,0,101
0,WR,0,109
0,WR,0,117
0,WR,0,125
0,WR,0,103
0,WR,0,111
0,WR,0,119
0,WR,0,127
0,WR,0,578
0,WR,0,580
0,WR,0,582
0,WR,0,610
0,WR,0,612
0,WR,0,614
0,WR,0,586
0,WR,0,588
0,WR,0,590
0,WR,0,618
0,WR,0,620
0,WR,0,622
0,WR,0,634
0,RD,0,636
