3409603053,591467312,684020048,1962855371,4257152943,3215638252,590504980,3967269759,4159039675,775524451,4290746139,68164742,4115257548,2138755500,649521168,4085078462
227758744,498978215,3925736415,2426410227,158368096,1811959068,3978475103,86084232,142608930,540352512,2272150550,4139376166,674079252,1104163916,2002184550,1644179598
621884074,940842790,2820497418,90095545,3785146850,3187095335,1666015399,38437290,1056362454,2065328051,1378429185,3529752159,2599666156,3681910715,722616529,2152505620
1039891677,3157126647,1604776375,1502176798,3232432896,756042768,886663036,4192663771,840976459,176349216,243104095,795874581,102092519,1704723370,1538203639,3740072379
4009618311,2974856189,802659302,3916860606,694553261,2853501393,2843423701,578816957,112222217,3199376819,1707410181,2737381908,222347272,18400324,1576495106,404505617
1913602216,537445632,606284839,4221351403,3117003359,1537957639,1326491868,1280057079,3722043391,111147051,4025448478,2473516991,1600379551,1590491519,2501636544,4223462485
1528427766,2064890843,3330282530,1252001848,1338042201,3230140119,2443191777,707215407,81953289,3373210087,1091062936,671269194,674116520,354459782,2210763054,1076955926
1043398679,1627721104,4117493163,1476254354,3221354888,1576206171,2094624725,1728223230,933162827,1679835612,2600059803,3132266481,1845476740,4126012607,1744141529,2952135771
3290899777,2375636996,3130109963,3825401945,17860893,3212689223,1263422323,3738921356,3987202918,3228949625,1160520012,3260029532,1865940155,537674594,1468586,3911262736
4146060081,3945785075,3845876973,2576350689,4286573946,2228036528,3831347567,754057472,1645875216,4294883058,3933365451,3915734669,3691644592,1306192794,3219914725,2044683934
1957424733,3548323445,1833727865,2103807984,3992172524,2784374399,3458457545,619058254,3259527538,3630088154,1719715393,1952180721,1467046576,3890080729,2124176956,2415935795
1619697834,541121538,713745,622204441,27662725,2160333189,2513613064,398327803,2914097750,2986348548,2071120353,2147930788,2956362290,4004598976,43520408,2606802783
2685154484,1452138239,2753527904,881406304,1286062593,2961999913,1360443040,2252190907,1852066065,2281775885,4240965085,1212940485,2202367008,4111077941,805315666,2296387136
2983705163,841220912,4093640631,2066040335,1541076709,536186861,2934352383,239505544,4067891191,1472180039,4206941248,2000414527,3784308566,3952435653,3757891293,2933912704
2389590573,941152162,3602564309,4243557022,2684335838,217186460,1111822385,2633956571,2766505220,1381456013,2840236029,2241333707,3748646598,2558369727,67274752,3471003443
1716516319,2939763615,1376060163,469999839,140648,4249345783,426244058,554074496,4145206393,3756567531,1432510576,865861992,2218533692,2577959904,3700931421,2555081255
2663899107,1190002445,1943989754,4058081078,855764992,1703236763,1597935158,3026779751,3181539310,3557175303,4277522383,670531550,2578185999,3485446415,3903311551,4127041243
34286480,2160141828,2093554068,2153824848,1408161397,436351064,1411121159,2544435625,3021019693,2002307957,1985774089,3288752158,644298758,1409389293,722110349,2200029473
2224191353,3320837873,1509580575,996638177,406887709,3221059256,2309890015,4261132779,3984908118,4250877655,2038234107,937246671,3753475562,2078013178,3016608093,533446168
2683092509,3241203855,54531464,1891687056,3368221019,2209220624,650805684,807674184,673397770,1354762979,2322090519,173853732,206089731,2824210110,1756185089,491725405
1649903112,3407871615,2249085064,2850890745,3078509135,2181300240,1217368528,1155376288,3028289574,3901024164,2657410707,4279739383,285819249,2290387240,71442823,3220157410
2467233279,461523457,1606135739,272832041,3947421952,3656992732,2597288846,2916067181,3527318854,1505549620,3729594751,1523857470,4292765490,3618564052,4130843641,2249887879
1704026,2130408977,337661970,1394352836,69278400,1116774596,4285856351,4027678785,7868064,4493388,1078919657,2744270385,2402833683,3561095960,3619566335,2708994017
3155034047,162008356,3914324213,1702071064,4157893495,3858316755,763761882,2137977632,29224828,1320181689,829357718,4285217676,4024289149,520034617,3934785072,3224277896
151045344,4241423458,2611174652,643039334,269096242,2321892486,2035547581,3992086174,2218924163,1073142991,813775862,1362203437,189792268,544643357,1243749513,2669649783
1937194587,1146478657,573577749,3942098649,1056565063,2331338199,2382802266,631259785,3729220319,441654784,2975038335,3862653935,149407215,3789415610,2592854758,1108120130
3299166752,670530599,3244396603,674283584,711528576,554189841,4257210111,2214593552,356720896,69489408,1293330184,1097072864,1140982593,19006504,2372195222,2552033314
3629268863,1470107845,2976054116,2046731489,1873248959,1700509213,1731767017,2547801822,1542968509,3881684191,4286304925,4260939518,4015336831,4081987055,2752672915,1806908407
