3904353539,3660444046,3215546249,1174007091,3682534472,1985021742,2252220155,573009817,3815441694,1154659075,3680519929,1898011028,995849303,1372559040,1016045019,2164370282
390613756,634523249,1079421046,3120960204,612432823,2309945553,2042747140,3721957478,479525601,3140308220,614447366,2396956267,3299117992,2922408255,3278922276,2130597013
1332930084,1285088410,1541946998,258692556,3048177782,3797220310,1615894354,3000474665,1192549182,2529138130,4247723391,2753416566,2865980963,3688435205,324370155,1881084855
2962037211,3009878885,2753020297,4036274739,1246789513,497746985,2679072941,1294492630,3102418113,1765829165,47243904,1541550729,1428986332,606532090,3970597140,2413882440
4201314625,3782068370,3846168398,3987552220,4079128951,1378417064,2378105641,263248772,742476887,3691502806,1841896425,3351542956,3414364821,3477199334,4255742762,1721483082
93652670,512898925,448798897,307415075,215838344,2916550231,1916861654,4031718523,3552490408,603464489,2453070870,943424339,880602474,817767961,39224533,2573484213
814100390,1902146802,3176046035,2399091890,1463208185,92710365,2659531361,1718794067,1587520840,3729502869,12009796,948537573,2545045730,1070094599,1246115301,3634420483
3480866905,2392820493,1118921260,1895875405,2831759110,4202256930,1635435934,2576173228,2707446455,565464426,4282957499,3346429722,1749921565,3224872696,3048851994,660546812
870606219,313979263,1528444711,4071472936,479688316,2900198792,499320138,414694711,8825400,150225758,892443170,4224273794,379254728,1963786936,4071897278,1799332573
3424361076,3980988032,2766522584,223494359,3815278979,1394768503,3795647157,3880272584,4286141895,4144741537,3402524125,70693501,3915712567,2331180359,223070017,2495634722
2511147464,150134735,3084069888,2688958513,3858340692,1352911485,2460456269,608675118,3180640650,2863234322,820287830,3852423986,2140751790,601574897,3371164215,3986940373
1783819831,4144832560,1210897407,1606008782,436626603,2942055810,1834511026,3686292177,1114326645,1431732973,3474679465,442543309,2154215505,3693392398,923803080,308026922
1795743362,2033555157,1103813720,4057786292,1069893963,2179149809,556136261,3391102251,3425915851,2940665196,1768366538,454892032,4192983652,2302450064,2711573952,2771345397
2499223933,2261412138,3191153575,237181003,3225073332,2115817486,3738831034,903865044,869051444,1354302099,2526600757,3840075263,101983643,1992517231,1583393343,1523621898
2278996851,2112576380,3626133141,667223179,3870934985,921108027,3704763886,3744984564,1570334488,2370177073,1701936063,2809693515,118497752,3757816828,2100250500,2944726169
2015970444,2182390915,668834154,3627744116,424032310,3373859268,590203409,549982731,2724632807,1924790222,2593031232,1485273780,4176469543,537150467,2194716795,1350241126
246925100,196342041,1656669843,1257305239,334611071,3207112540,1746383937,1297122824,3224011835,3334587724,127236792,625721183,985264386,2970178208,2878369729,2591168094
4048042195,4098625254,2638297452,3037662056,3960356224,1087854755,2548583358,2997844471,1070955460,960379571,4167730503,3669246112,3309702909,1324789087,1416597566,1703799201
3135278755,1283370229,1882460346,429227722,280391950,2149304488,1124787079,1198012039,4155599140,3236583244,776640996,2684053675,2976342227,3824639687,1884361784,2970304014
1159688540,3011597066,2412506949,3865739573,4014575345,2145662807,3170180216,3096955256,139368155,1058384051,3518326299,1610913620,1318625068,470327608,2410605511,1324663281
2741178735,2202952780,1905447286,2615772737,1039189789,2899919550,1107634874,2448095940,2643031312,2468642987,1305289447,3161508957,2281391265,4131892595,788034526,224621864
1553788560,2092014515,2389520009,1679194558,3255777506,1395047745,3187332421,1846871355,1651935983,1826324308,2989677848,1133458338,2013576030,163074700,3506932769,4070345431
3706483534,634640699,2045128290,2766860509,3837554744,3083588891,1660162312,4129092572,3244834991,2373597423,2588037128,587803872,678053962,3302704332,2023041343,3304676716
588483761,3660326596,2249839005,1528106786,457412551,1211378404,2634804983,165874723,1050132304,1921369872,1706930167,3707163423,3616913333,992262963,2271925952,990290579
396674523,3788651317,3069339171,4238875550,2055771533,447324814,2878182283,1865636132,4256310159,1828740453,658772633,4044190490,842051598,2254848248,1354321785,780593776
3898292772,506315978,1225628124,56091745,2239195762,3847642481,1416785012,2429331163,38657136,2466226842,3636194662,250776805,3452915697,2040119047,2940645510,3514373519
3863623983,3791786215,808829777,289744188,791227850,514724974,1694145959,1701302282,103708580,2850170785,3331735426,2074654449,2032510222,442379611,2041036726,1063853917
431343312,503181080,3486137518,4005223107,3503739445,3780242321,2600821336,2593665013,4191258715,1444796510,963231869,2220312846,2262457073,3852587684,2253930569,3231113378
1776244476,1936489403,1512816678,2923666929,2454215118,2269171999,1988914100,2297459003,213611858,1251714038,2252091507,966697748,3240789512,1103815184,3107930965,1991098111
2518722819,2358477892,2782150617,1371300366,1840752177,2025795296,2306053195,1997508292,4081355437,3043253257,2042875788,3328269547,1054177783,3191152111,1187036330,2303869184
2220032856,541088095,1233290906,1755045071,4211397120,479223916,3873891617,489435731,2036135835,1188083676,2915016577,2533152897,161678086,2769316807,2670210229,2730611574
2074934439,3753879200,3061676389,2539922224,83570175,3815743379,421075678,3805531564,2258831460,3106883619,1379950718,1761814398,4133289209,1525650488,1624757066,1564355721
2061184107,3471760558,2881949336,4041179995,1234083851,623976605,2166015605,1052471798,930662860,3212164758,2375518417,716622149,189328440,1631489458,955844656,2606672456
2233783188,823206737,1413017959,253787300,3060883444,3670990690,2128951690,3242495497,3364304435,1082802537,1919448878,3578345146,4105638855,2663477837,3339122639,1688294839
29616262,3221548516,2049275835,1067010948,3141988150,1503980045,1055462673,3743548086,2771232321,1500893630,2266184441,749465369,3357611962,2984613196,3093837653,2093873069
4265351033,1073418779,2245691460,3227956347,1152979145,2790987250,3239504622,551419209,1523734974,2794073665,2028782854,3545501926,937355333,1310354099,1201129642,2201094226
1371518539,3682585658,1444430016,270126042,432210014,3205561082,1549818626,2083909396,1600144718,1952746770,1244320280,489292498,1324679083,2777615011,567692957,1944619379
2923448756,612381637,2850537279,4024841253,3862757281,1089406213,2745148669,2211057899,2694822577,2342220525,3050647015,3805674797,2970288212,1517352284,3727274338,2350347916
1254541867,959573372,4088062096,1728401892,238955128,3898130381,2655574668,4095208768,3578142765,146939274,1306203161,4082072751,4239875002,4006005040,1946248278,4089551564
